"DateTime";"Alpi3_GlobalPower";"Alpi4_GlobalPower";"Alpi5_GlobalPower";"Alpi6_GlobalPower";"Alpi7_GlobalPower";"Alpi8_GlobalPower";"Alpi1_GlobalPower";"Alpi2_GlobalPower"
"2022-01-17 00:00:00";0;0;0;0;0;0;0;0
"2022-01-17 00:05:00";0;0;0;0;0;0;0;0
"2022-01-17 00:10:00";0;0;0;0;0;0;0;0
"2022-01-17 00:15:00";0;0;0;0;0;0;0;0
"2022-01-17 00:20:00";0;0;0;0;0;0;0;0
"2022-01-17 00:25:00";0;0;0;0;0;0;0;0
"2022-01-17 00:30:00";0;0;0;0;0;0;0;0
"2022-01-17 00:35:00";0;0;0;0;0;0;0;0
"2022-01-17 00:40:00";0;0;0;0;0;0;0;0
"2022-01-17 00:45:00";0;0;0;0;0;0;0;0
"2022-01-17 00:50:00";0;0;0;0;0;0;0;0
"2022-01-17 00:55:00";0;0;0;0;0;0;0;0
"2022-01-17 01:00:00";0;0;0;0;0;0;0;0
"2022-01-17 01:05:00";0;0;0;0;0;0;0;0
"2022-01-17 01:10:00";0;0;0;0;0;0;0;0
"2022-01-17 01:15:00";0;0;0;0;0;0;0;0
"2022-01-17 01:20:00";0;0;0;0;0;0;0;0
"2022-01-17 01:25:00";0;0;0;0;0;0;0;0
"2022-01-17 01:30:00";0;0;0;0;0;0;0;0
"2022-01-17 01:35:00";0;0;0;0;0;0;0;0
"2022-01-17 01:40:00";0;0;0;0;0;0;0;0
"2022-01-17 01:45:00";0;0;0;0;0;0;0;0
"2022-01-17 01:50:00";0;0;0;0;0;0;0;0
"2022-01-17 01:55:00";0;0;0;0;0;0;0;0
"2022-01-17 02:00:00";0;0;0;0;0;0;0;0
"2022-01-17 02:05:00";0;0;0;0;0;0;0;0
"2022-01-17 02:10:00";0;0;0;0;0;0;0;0
"2022-01-17 02:15:00";0;0;0;0;0;0;0;0
"2022-01-17 02:20:00";0;0;0;0;0;0;0;0
"2022-01-17 02:25:00";0;0;0;0;0;0;0;0
"2022-01-17 02:30:00";0;0;0;0;0;0;0;0
"2022-01-17 02:35:00";0;0;0;0;0;0;0;0
"2022-01-17 02:40:00";0;0;0;0;0;0;0;0
"2022-01-17 02:45:00";0;0;0;0;0;0;0;0
"2022-01-17 02:50:00";0;0;0;0;0;0;0;0
"2022-01-17 02:55:00";0;0;0;0;0;0;0;0
"2022-01-17 03:00:00";0;0;0;0;0;0;0;0
"2022-01-17 03:05:00";0;0;0;0;0;0;0;0
"2022-01-17 03:10:00";0;0;0;0;0;0;0;0
"2022-01-17 03:15:00";0;0;0;0;0;0;0;0
"2022-01-17 03:20:00";0;0;0;0;0;0;0;0
"2022-01-17 03:25:00";0;0;0;0;0;0;0;0
"2022-01-17 03:30:00";0;0;0;0;0;0;0;0
"2022-01-17 03:35:00";0;0;0;0;0;0;0;0
"2022-01-17 03:40:00";0;0;0;0;0;0;0;0
"2022-01-17 03:45:00";0;0;0;0;0;0;0;0
"2022-01-17 03:50:00";0;0;0;0;0;0;0;0
"2022-01-17 03:55:00";0;0;0;0;0;0;0;0
"2022-01-17 04:00:00";0;0;0;0;0;0;0;0
"2022-01-17 04:05:00";0;0;0;0;0;0;0;0
"2022-01-17 04:10:00";0;0;0;0;0;0;0;0
"2022-01-17 04:15:00";0;0;0;0;0;0;0;0
"2022-01-17 04:20:00";0;0;0;0;0;0;0;0
"2022-01-17 04:25:00";0;0;0;0;0;0;0;0
"2022-01-17 04:30:00";0;0;0;0;0;0;0;0
"2022-01-17 04:35:00";0;0;0;0;0;0;0;0
"2022-01-17 04:40:00";0;0;0;0;0;0;0;0
"2022-01-17 04:45:00";0;0;0;0;0;0;0;0
"2022-01-17 04:50:00";0;0;0;0;0;0;0;0
"2022-01-17 04:55:00";0;0;0;0;0;0;0;0
"2022-01-17 05:00:00";0;0;0;0;0;0;0;0
"2022-01-17 05:05:00";0;0;0;0;0;0;0;0
"2022-01-17 05:10:00";0;0;0;0;0;0;0;0
"2022-01-17 05:15:00";0;0;0;0;0;0;0;0
"2022-01-17 05:20:00";0;0;0;0;0;0;0;0
"2022-01-17 05:25:00";0;0;0;0;0;0;0;0
"2022-01-17 05:30:00";0;0;0;0;0;0;0;0
"2022-01-17 05:35:00";0;0;0;0;0;0;0;0
"2022-01-17 05:40:00";0;0;0;0;0;0;0;0
"2022-01-17 05:45:00";0;0;0;0;0;0;0;0
"2022-01-17 05:50:00";0;0;0;0;0;0;0;0
"2022-01-17 05:55:00";0;0;0;0;0;0;0;0
"2022-01-17 06:00:00";0;0;0;0;0;0;0;0
"2022-01-17 06:05:00";0;0;0;0;0;0;0;0
"2022-01-17 06:10:00";0;0;0;0;0;0;0;0
"2022-01-17 06:15:00";0;0;0;0;0;0;0;0
"2022-01-17 06:20:00";0;0;0;0;0;0;0;0
"2022-01-17 06:25:00";0;0;0;0;0;0;0;0
"2022-01-17 06:30:00";0;0;0;0;0;0;0;0
"2022-01-17 06:35:00";0;0;0;0;0;0;0;0
"2022-01-17 06:40:00";0;0;0;0;0;0;0;0
"2022-01-17 06:45:00";0;0;0;0;0;0;0;0
"2022-01-17 06:50:00";0;0;0;0;0;0;0;0
"2022-01-17 06:55:00";0;0;0;0;0;0;0;0
"2022-01-17 07:00:00";0;0;0;0;0;0;0;0
"2022-01-17 07:05:00";0;0;0;0;0;0;0;0
"2022-01-17 07:10:00";0;0;0;0;0;0;0;0
"2022-01-17 07:15:00";0;0;0;0;0;0;0;0
"2022-01-17 07:20:00";0;0;0;0;0;0;0;0
"2022-01-17 07:25:00";0;0;0;0;0;0;0;0
"2022-01-17 07:30:00";0;0;0;0;0;0;0;0
"2022-01-17 07:35:00";0;0;0;0;0;0;0;0
"2022-01-17 07:40:00";0;0;0;0;0;0;0;0
"2022-01-17 07:45:00";0;0;0;0;0;0;0;0
"2022-01-17 07:50:00";0;0;0;0;0;0;0;0
"2022-01-17 07:55:00";0;0;0;0;0;0;0;0
"2022-01-17 08:00:00";0;0;0;0;0;0;0;0
"2022-01-17 08:05:00";0;0;0;0;0;0;0;0
"2022-01-17 08:10:00";0;0;0;0;0;0;0;0
"2022-01-17 08:15:00";0;0;0;0;0;0;0;0
"2022-01-17 08:20:00";0;0;0;0;0;0;0;0
"2022-01-17 08:25:00";0;0;0;0;0;0;0;0
"2022-01-17 08:30:00";0;0;0;0;0;0;0;0
"2022-01-17 08:35:00";0;0;0;0;0;0;0;0
"2022-01-17 08:40:00";0;0;0;0;0;0;0;0
"2022-01-17 08:45:00";0;0;0;0;0;0;0;0
"2022-01-17 08:50:00";0;0;0;0;0;0;0;0
"2022-01-17 08:55:00";0;0;0;0;0;0;0;96,6
"2022-01-17 09:00:00";0;0;0;0;0;0;0;126,47
"2022-01-17 09:05:00";0;0;0;0;0;0;0;106,03
"2022-01-17 09:10:00";0;0;0;0;0;0;0;92,19
"2022-01-17 09:15:00";0;0;0;0;0;0;0;76,26
"2022-01-17 09:20:00";0;0;0;0;0;0;0;65,53
"2022-01-17 09:25:00";0;0;0;0;0;0;0;58,56
"2022-01-17 09:30:00";0;0;0;0;0;0;0;57,36
"2022-01-17 09:35:00";0;0;0;0;0;0;0;40,41
"2022-01-17 09:40:00";0;0;0;0;0;0;0;32,9
"2022-01-17 09:45:00";0;0;0;0;0;0;0;23,39
"2022-01-17 09:50:00";0;0;0;0;0;0;0;0
"2022-01-17 09:55:00";0;0;0;0;0;0;0;0
"2022-01-17 10:00:00";0;0;0;0;0;0;0;0
"2022-01-17 10:05:00";0;0;0;0;0;0;0;0
"2022-01-17 10:10:00";0;0;0;0;0;0;4,41;0
"2022-01-17 10:15:00";0;0;0;0;0;0;90,96;0
"2022-01-17 10:20:00";0;40,5;0;0;0;0;85,14;0
"2022-01-17 10:25:00";0;49,44;0;0;0;0;80,92;0
"2022-01-17 10:30:00";0;48,12;0;0;0;0;72,18;0
"2022-01-17 10:35:00";0;22,35;0;0;0;0;61,15;0
"2022-01-17 10:40:00";0;0;0;0;0;0;49,91;0
"2022-01-17 10:45:00";0;0;0;0;0;0;39,79;0
"2022-01-17 10:50:00";0;0;0;0;0;0;34,82;0
"2022-01-17 10:55:00";0;0;0;0;0;0;8,66;0
"2022-01-17 11:00:00";0;0;0;0;0;0;0;0
"2022-01-17 11:05:00";0;0;0;0;0;0;0;0
"2022-01-17 11:10:00";0;0;0;0;0;0;0;0
"2022-01-17 11:15:00";9,21;0;0;0;0;0;0;0
"2022-01-17 11:20:00";41,6;0;0;0;0;0;17,5;0
"2022-01-17 11:25:00";6,64;0;0;0;0;0;27,55;0
"2022-01-17 11:30:00";0;0;0;0;0;0;32,83;0
"2022-01-17 11:35:00";0;0;0;0;0;0;26,88;0
"2022-01-17 11:40:00";0;0;0;0;0;0;26,06;0
"2022-01-17 11:45:00";0;0;0;0;0;0;25,83;0
"2022-01-17 11:50:00";0;0;0;0;0;0;13,38;0
"2022-01-17 11:55:00";0;0;0;0;0;0;0;0
"2022-01-17 12:00:00";0;0;0;0;0;0;1,41;0
"2022-01-17 12:05:00";0;0;0;0;0;0;73,24;0
"2022-01-17 12:10:00";0;0;0;0;0;0;71,21;0
"2022-01-17 12:15:00";0;0;0;0;0;0;74,55;0
"2022-01-17 12:20:00";24,39;0;0;0;0;0;81,95;0
"2022-01-17 12:25:00";59,65;0;0;0;0;0;81,33;0
"2022-01-17 12:30:00";52,28;22,43;0;0;0;0;72,02;0
"2022-01-17 12:35:00";52,82;45,8;0;0;0;0;57,15;0
"2022-01-17 12:40:00";48,35;46,69;0;0;0;0;14,84;0
"2022-01-17 12:45:00";45,18;47,49;0;0;0;0;0;0
"2022-01-17 12:50:00";24,79;48,47;0;0;0;0;0;0
"2022-01-17 12:55:00";0;49,29;0;0;0;0;0;0
"2022-01-17 13:00:00";0;39,69;0;0;0;0;0;0
"2022-01-17 13:05:00";0;20,81;0;0;0;0;0;0
"2022-01-17 13:10:00";0;10,13;0;0;0;0;0;0
"2022-01-17 13:15:00";0;2,82;0;0;0;0;0;0
"2022-01-17 13:20:00";0;0;0;0;0;0;0;0
"2022-01-17 13:25:00";0;0;0;0;0;0;0;0
"2022-01-17 13:30:00";0;0;0;0;0;0;0;0
"2022-01-17 13:35:00";0;0;0;0;0;0;0;0
"2022-01-17 13:40:00";0;0;0;0;0;0;0;0
"2022-01-17 13:45:00";0;0;0;0;0;0;0;0
"2022-01-17 13:50:00";0;0;0;0;0;0;0;0
"2022-01-17 13:55:00";0;0;0;0;0;0;0;0
"2022-01-17 14:00:00";0;0;0;0;0;0;0;0
"2022-01-17 14:05:00";0;0;0;0;0;0;0;0
"2022-01-17 14:10:00";0;0;0;0;0;0;0;0
"2022-01-17 14:15:00";0;0;0;0;0;0;0;0
"2022-01-17 14:20:00";0;0;0;0;0;0;0;0
"2022-01-17 14:25:00";0;0;0;0;0;0;0;0
"2022-01-17 14:30:00";0;0;0;0;0;0;0;0
"2022-01-17 14:35:00";0;0;0;0;0;0;0;0
"2022-01-17 14:40:00";0;0;0;0;0;0;17,89;0
"2022-01-17 14:45:00";0;0;0;0;0;0;51,68;0
"2022-01-17 14:50:00";0;0;0;0;0;0;66,34;0
"2022-01-17 14:55:00";0;0;0;0;0;0;86,16;0
"2022-01-17 15:00:00";0;0;0;0;0;0;97,86;0
"2022-01-17 15:05:00";0;0;0;0;0;0;59,64;0
"2022-01-17 15:10:00";19,8;0;0;0;0;0;0;0
"2022-01-17 15:15:00";26,99;0;0;0;0;0;0;0
"2022-01-17 15:20:00";27,19;0;0;0;0;0;0;0
"2022-01-17 15:25:00";28,03;0;0;0;0;0;0;0
"2022-01-17 15:30:00";21,01;0;0;0;0;0;0;0
"2022-01-17 15:35:00";0;0;0;0;0;0;0;0
"2022-01-17 15:40:00";0;0;0;0;0;0;0;0
"2022-01-17 15:45:00";0;0;0;0;0;0;0;0
"2022-01-17 15:50:00";0;0;0;0;0;0;0;0
"2022-01-17 15:55:00";0;0;0;0;0;0;0;0
"2022-01-17 16:00:00";0;0;0;0;0;0;0;0
"2022-01-17 16:05:00";0;0;0;0;0;0;0;0
"2022-01-17 16:10:00";0;0;0;0;0;0;0;0
"2022-01-17 16:15:00";0;0;0;0;0;0;0;0
"2022-01-17 16:20:00";0;0;0;0;0;0;0;0
"2022-01-17 16:25:00";0;0;0;0;0;0;0;0
"2022-01-17 16:30:00";0;0;0;0;0;0;0;0
"2022-01-17 16:35:00";0;0;0;0;0;0;0;0
"2022-01-17 16:40:00";0;0;0;0;0;0;0;0
"2022-01-17 16:45:00";0;0;0;0;0;0;0;0
"2022-01-17 16:50:00";0;0;0;0;0;0;0;0
"2022-01-17 16:55:00";0;0;0;0;0;0;0;0
"2022-01-17 17:00:00";0;0;0;0;0;0;35,4;0
"2022-01-17 17:05:00";0;0,23;0;0;0;0;76,36;0,11
"2022-01-17 17:10:00";0;61,65;0;0;0;0;109,81;57,26
"2022-01-17 17:15:00";0;65,23;0;0;0;0;121,03;72,51
"2022-01-17 17:20:00";0;73,74;0;0;0;0;0;89,49
"2022-01-17 17:25:00";0;81,35;0;0;0;0;0;53,38
"2022-01-17 17:30:00";0;81,33;0;0;0;0;0;0
"2022-01-17 17:35:00";0;27,92;0;0;0;0;0;0
"2022-01-17 17:40:00";0;0;0;0;0;0;0;0
"2022-01-17 17:45:00";0;0;0;0;0;0;0;0
"2022-01-17 17:50:00";0;55,54;0;0;0;0;0;0
