m0 0.6111
m1 0.6111
m2 0.6111
m3 0.6111
m4 0.6111
m5 0.6111
m6 0.6111
m7 0.6111
m8 0.6111
m9 0.6111
m10 0.6111
m11 0.6111
m12 0.5335
m13 0.5335
m14 0.5335
m15 0.5335
m16 0.5335
m17 0.5335
m18 0.5335
m19 0.5335
m20 0.5335
m21 0.5335
m22 0.5335
m23 0.5335
m24 0.4523
m25 0.4523
m26 0.4523
m27 0.4523
m28 0.4523
m29 0.4523
m30 0.4523
m31 0.4523
m32 0.4523
m33 0.4523
m34 0.4523
m35 0.4523
m36 0.22699999999999998
m37 0.22699999999999998
m38 0.22699999999999998
m39 0.22699999999999998
m40 0.22699999999999998
m41 0.22699999999999998
m42 0.22699999999999998
m43 0.22699999999999998
m44 0.22699999999999998
m45 0.22699999999999998
m46 0.22699999999999998
m47 0.22699999999999998
m48 0.2101
m49 0.2101
m50 0.2101
m51 0.2101
m52 0.2101
m53 0.2101
m54 0.2101
m55 0.2101
m56 0.2101
m57 0.2101
m58 0.2101
m59 0.2101
m60 0.4302
m61 0.4302
m62 0.4302
m63 0.4302
m64 0.4302
m65 0.4302
m66 0.4302
m67 0.4302
m68 0.4302
m69 0.4302
m70 0.4302
m71 0.4302
m72 0.6003000000000001
m73 0.6003000000000001
m74 0.6003000000000001
m75 0.6003000000000001
m76 0.6003000000000001
m77 0.6003000000000001
m78 0.6003000000000001
m79 0.6003000000000001
m80 0.6003000000000001
m81 0.6003000000000001
m82 0.6003000000000001
m83 0.6003000000000001
m84 0.753
m85 0.753
m86 0.753
m87 0.753
m88 0.753
m89 0.753
m90 0.753
m91 0.753
m92 0.753
m93 0.753
m94 0.753
m95 0.753
m96 0.8623999999999999
m97 0.8623999999999999
m98 0.8623999999999999
m99 0.8623999999999999
m100 0.8623999999999999
m101 0.8623999999999999
m102 0.8623999999999999
m103 0.8623999999999999
m104 0.8623999999999999
m105 0.8623999999999999
m106 0.8623999999999999
m107 0.8623999999999999
m108 0.831
m109 0.831
m110 0.831
m111 0.831
m112 0.831
m113 0.831
m114 0.831
m115 0.831
m116 0.831
m117 0.831
m118 0.831
m119 0.831
m120 0.8019
m121 0.8019
m122 0.8019
m123 0.8019
m124 0.8019
m125 0.8019
m126 0.8019
m127 0.8019
m128 0.8019
m129 0.8019
m130 0.8019
m131 0.8019
m132 0.7581
m133 0.7581
m134 0.7581
m135 0.7581
m136 0.7581
m137 0.7581
m138 0.7581
m139 0.7581
m140 0.7581
m141 0.7581
m142 0.7581
m143 0.7581
m144 0.7645000000000001
m145 0.7645000000000001
m146 0.7645000000000001
m147 0.7645000000000001
m148 0.7645000000000001
m149 0.7645000000000001
m150 0.7645000000000001
m151 0.7645000000000001
m152 0.7645000000000001
m153 0.7645000000000001
m154 0.7645000000000001
m155 0.7645000000000001
m156 0.7797
m157 0.7797
m158 0.7797
m159 0.7797
m160 0.7797
m161 0.7797
m162 0.7797
m163 0.7797
m164 0.7797
m165 0.7797
m166 0.7797
m167 0.7797
m168 0.7890999999999999
m169 0.7890999999999999
m170 0.7890999999999999
m171 0.7890999999999999
m172 0.7890999999999999
m173 0.7890999999999999
m174 0.7890999999999999
m175 0.7890999999999999
m176 0.7890999999999999
m177 0.7890999999999999
m178 0.7890999999999999
m179 0.7890999999999999
m180 0.8426
m181 0.8426
m182 0.8426
m183 0.8426
m184 0.8426
m185 0.8426
m186 0.8426
m187 0.8426
m188 0.8426
m189 0.8426
m190 0.8426
m191 0.8426
m192 0.8486
m193 0.8486
m194 0.8486
m195 0.8486
m196 0.8486
m197 0.8486
m198 0.8486
m199 0.8486
m200 0.8486
m201 0.8486
m202 0.8486
m203 0.8486
m204 0.9113
m205 0.9113
m206 0.9113
m207 0.9113
m208 0.9113
m209 0.9113
m210 0.9113
m211 0.9113
m212 0.9113
m213 0.9113
m214 0.9113
m215 0.9113
m216 0.8984000000000001
m217 0.8984000000000001
m218 0.8984000000000001
m219 0.8984000000000001
m220 0.8984000000000001
m221 0.8984000000000001
m222 0.8984000000000001
m223 0.8984000000000001
m224 0.8984000000000001
m225 0.8984000000000001
m226 0.8984000000000001
m227 0.8984000000000001
m228 0.8176000000000001
m229 0.8176000000000001
m230 0.8176000000000001
m231 0.8176000000000001
m232 0.8176000000000001
m233 0.8176000000000001
m234 0.8176000000000001
m235 0.8176000000000001
m236 0.8176000000000001
m237 0.8176000000000001
m238 0.8176000000000001
m239 0.8176000000000001
m240 0.7759999999999999
m241 0.7759999999999999
m242 0.7759999999999999
m243 0.7759999999999999
m244 0.7759999999999999
m245 0.7759999999999999
m246 0.7759999999999999
m247 0.7759999999999999
m248 0.7759999999999999
m249 0.7759999999999999
m250 0.7759999999999999
m251 0.7759999999999999
m252 0.7595999999999999
m253 0.7595999999999999
m254 0.7595999999999999
m255 0.7595999999999999
m256 0.7595999999999999
m257 0.7595999999999999
m258 0.7595999999999999
m259 0.7595999999999999
m260 0.7595999999999999
m261 0.7595999999999999
m262 0.7595999999999999
m263 0.7595999999999999
m264 0.742
m265 0.742
m266 0.742
m267 0.742
m268 0.742
m269 0.742
m270 0.742
m271 0.742
m272 0.742
m273 0.742
m274 0.742
m275 0.742
m276 0.727
m277 0.727
m278 0.727
m279 0.727
m280 0.727
m281 0.727
m282 0.727
m283 0.727
m284 0.727
m285 0.727
m286 0.727
m287 0.727
m288 0.7397
m289 0.7397
m290 0.7397
m291 0.7397
m292 0.7397
m293 0.7397
m294 0.7397
m295 0.7397
m296 0.7397
m297 0.7397
m298 0.7397
m299 0.7397
m300 0.7445
m301 0.7445
m302 0.7445
m303 0.7445
m304 0.7445
m305 0.7445
m306 0.7445
m307 0.7445
m308 0.7445
m309 0.7445
m310 0.7445
m311 0.7445
m312 0.7583
m313 0.7583
m314 0.7583
m315 0.7583
m316 0.7583
m317 0.7583
m318 0.7583
m319 0.7583
m320 0.7583
m321 0.7583
m322 0.7583
m323 0.7583
m324 0.8195
m325 0.8195
m326 0.8195
m327 0.8195
m328 0.8195
m329 0.8195
m330 0.8195
m331 0.8195
m332 0.8195
m333 0.8195
m334 0.8195
m335 0.8195
m336 0.8492000000000001
m337 0.8492000000000001
m338 0.8492000000000001
m339 0.8492000000000001
m340 0.8492000000000001
m341 0.8492000000000001
m342 0.8492000000000001
m343 0.8492000000000001
m344 0.8492000000000001
m345 0.8492000000000001
m346 0.8492000000000001
m347 0.8492000000000001
m348 0.8845000000000001
m349 0.8845000000000001
m350 0.8845000000000001
m351 0.8845000000000001
m352 0.8845000000000001
m353 0.8845000000000001
m354 0.8845000000000001
m355 0.8845000000000001
m356 0.8845000000000001
m357 0.8845000000000001
m358 0.8845000000000001
m359 0.8845000000000001
m360 0.9068
m361 0.9068
m362 0.9068
m363 0.9068
m364 0.9068
m365 0.9068
m366 0.9068
m367 0.9068
m368 0.9068
m369 0.9068
m370 0.9068
m371 0.9068
m372 0.9115000000000001
m373 0.9115000000000001
m374 0.9115000000000001
m375 0.9115000000000001
m376 0.9115000000000001
m377 0.9115000000000001
m378 0.9115000000000001
m379 0.9115000000000001
m380 0.9115000000000001
m381 0.9115000000000001
m382 0.9115000000000001
m383 0.9115000000000001
m384 0.9521
m385 0.9521
m386 0.9521
m387 0.9521
m388 0.9521
m389 0.9521
m390 0.9521
m391 0.9521
m392 0.9521
m393 0.9521
m394 0.9521
m395 0.9521
m396 0.9215000000000001
m397 0.9215000000000001
m398 0.9215000000000001
m399 0.9215000000000001
m400 0.9215000000000001
m401 0.9215000000000001
m402 0.9215000000000001
m403 0.9215000000000001
m404 0.9215000000000001
m405 0.9215000000000001
m406 0.9215000000000001
m407 0.9215000000000001
